epoch,train_acc,val_acc
1,0.6291946308724832,0.7146282973621103
2,0.8126398210290827,0.7410071942446043
3,0.8780760626398211,0.7050359712230215
4,0.906599552572707,0.7434052757793765
5,0.9217002237136466,0.762589928057554
6,0.9423937360178971,0.7793764988009593
7,0.9491051454138703,0.7889688249400479
8,0.9530201342281879,0.7769784172661871
9,0.9586129753914989,0.7769784172661871
10,0.964765100671141,0.7985611510791367
