epoch,train_acc,val_acc
1,0.7281879194630873,0.6906474820143885
2,0.860738255033557,0.7338129496402878
3,0.9032438478747203,0.7841726618705036
4,0.9217002237136466,0.7817745803357314
5,0.9373601789709173,0.7889688249400479
6,0.9407158836689038,0.7985611510791367
7,0.9440715883668904,0.8057553956834532
8,0.9507829977628636,0.8129496402877698
9,0.9625279642058165,0.7985611510791367
10,0.9658836689038032,0.7889688249400479
