epoch,train_acc,val_acc
1,0.6610738255033557,0.6882494004796164
2,0.8333333333333334,0.7266187050359713
3,0.8887024608501118,0.6882494004796164
4,0.9093959731543624,0.7122302158273381
5,0.930648769574944,0.7218225419664268
6,0.9446308724832215,0.7266187050359713
7,0.9524608501118568,0.7170263788968825
8,0.9569351230425056,0.7170263788968825
9,0.9614093959731543,0.7218225419664268
10,0.9658836689038032,0.7146282973621103
